X,Y,OBJECTID,Block,GroupStatus,DateUpdate,ID_PropertyStatus,ID_Demo_RFA,ID_Decision,CorePhase,ProjectedFiscalYear,ProjectedQuarter,DateStarted,Deconstruction,ReleasedToContractor,DateDemoFinished,Address,Lot,Neighborhood,SimplifiedStatus,Council_District,HousingMarketTypology2017,OBJECTID_1,BLOCKLOT
1402835.41022398,612050.570769727,3580,4544C,Final/Full Demo Complete,,,6389,90,,,,2022/11/03 00:00:00+00,,2022/11/17 00:00:00+00,2023/01/09 00:00:00+00,3606 W BELVEDERE AVE,037,Arlington,Demo Complete,5,I,153493,4544C037
1402825.23767214,612042.135747224,3581,4544C,Final/Full Demo Complete,,,6389,90,,,,2022/11/03 00:00:00+00,,2022/11/17 00:00:00+00,2023/01/09 00:00:00+00,3608 W BELVEDERE AVE,038,Arlington,Demo Complete,5,I,153494,4544C038
1402731.28247947,611964.286165386,3582,4544C,Final/Full Demo Complete,,,6389,90,,,,2022/11/03 00:00:00+00,,2022/11/17 00:00:00+00,2023/01/09 00:00:00+00,3626 W BELVEDERE AVE,047,Arlington,Demo Complete,5,I,153503,4544C047
1402720.8566473,611955.487626567,3583,4544C,Final/Full Demo Complete,,,6389,90,,,,2022/11/03 00:00:00+00,,2022/11/17 00:00:00+00,2023/01/09 00:00:00+00,3628 W BELVEDERE AVE,048,Arlington,Demo Complete,5,I,153504,4544C048
1402673.30851406,611916.55528973,3584,4544D,Final/Full Demo Complete,,,9291,90,,,,2025/01/17 00:00:00+00,,2025/01/17 00:00:00+00,2025/08/08 00:00:00+00,3700 W BELVEDERE AVE,025,Arlington,Demo Complete,5,I,153532,4544D025
1402662.81509672,611907.559900895,3585,4544D,Final/Full Demo Complete,,,9291,90,,,,2025/01/17 00:00:00+00,,2025/01/17 00:00:00+00,2025/08/08 00:00:00+00,3702 W BELVEDERE AVE,026,Arlington,Demo Complete,5,I,153533,4544D026
1404657.89772072,610515.500020981,3586,4607,Final/Full Demo Complete,2015/12/18 13:23:00+00,,1445,47,,,,2015/12/17 00:00:00+00,,,2016/02/19 00:00:00+00,3410 WOODLAND AVE,011,Central Park Heights,Demo Complete,6,J,153608,4607 011
1404628.39679547,610421.298765808,3587,4607,Final/Full Demo Complete,2016/09/26 14:03:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3502 WOODLAND AVE,022,Central Park Heights,Demo Complete,6,J,153610,4607 022
1404624.13039981,610407.665919065,3588,4607,Final/Full Demo Complete,2016/09/26 14:03:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3504 WOODLAND AVE,023,Central Park Heights,Demo Complete,6,J,153611,4607 023
1404619.92141873,610394.213190064,3589,4607,Final/Full Demo Complete,2016/09/26 14:04:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3506 WOODLAND AVE,024,Central Park Heights,Demo Complete,6,J,153612,4607 024
1404615.85974705,610381.274895728,3590,4607,Final/Full Demo Complete,2016/09/26 14:04:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3508 WOODLAND AVE,025,Central Park Heights,Demo Complete,6,J,153613,4607 025
1404611.67110714,610367.939620554,3591,4607,Final/Full Demo Complete,2016/09/26 14:05:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3510 WOODLAND AVE,026,Central Park Heights,Demo Complete,6,J,153614,4607 026
1404607.40766422,610354.271340817,3592,4607,Final/Full Demo Complete,2016/09/26 14:05:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3512 WOODLAND AVE,027,Central Park Heights,Demo Complete,6,J,153615,4607 027
1404603.26528406,610341.025632396,3593,4607,Final/Full Demo Complete,2016/09/26 14:05:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3514 WOODLAND AVE,028,Central Park Heights,Demo Complete,6,J,153616,4607 028
1404599.02972822,610327.554202646,3594,4607,Final/Full Demo Complete,2016/09/26 14:06:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3516 WOODLAND AVE,029,Central Park Heights,Demo Complete,6,J,153617,4607 029
1404594.82862113,610314.149373814,3595,4607,Final/Full Demo Complete,2016/09/26 14:08:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3518 WOODLAND AVE,030,Central Park Heights,Demo Complete,6,J,153618,4607 030
1404590.53958772,610300.267511815,3596,4607,Final/Full Demo Complete,2016/09/26 14:07:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3520 WOODLAND AVE,031,Central Park Heights,Demo Complete,6,J,153619,4607 031
1404585.43920422,610284.164525643,3597,4607,Final/Full Demo Complete,2016/09/26 14:09:00+00,,1441,47,,,,2016/07/01 00:00:00+00,,2016/10/14 00:00:00+00,2016/09/26 00:00:00+00,3522 WOODLAND AVE,032,Central Park Heights,Demo Complete,6,J,153620,4607 032
1404501.36260071,610445.928965896,3598,4607,Final/Full Demo Complete,2016/06/07 10:02:00+00,,1941,90,,,,2016/05/03 00:00:00+00,,2016/08/12 00:00:00+00,2017/03/28 00:00:00+00,3601 LUCILLE AVE,064,Central Park Heights,Demo Complete,6,J,153645,4607 064
1404443.00412163,610683.775274977,3599,4608,Final/Full Demo Complete,2018/02/05 13:56:00+00,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3514 LUCILLE AVE,008,Central Park Heights,Demo Complete,6,J,153668,4608 008
1404436.60879321,610666.339286223,3600,4608,Final/Full Demo Complete,,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3516 LUCILLE AVE,009,Central Park Heights,Demo Complete,6,J,153669,4608 009
1404430.17573522,610648.828822553,3601,4608,Final/Full Demo Complete,2018/02/05 13:57:00+00,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3518 LUCILLE AVE,010,Central Park Heights,Demo Complete,6,J,153670,4608 010
1404424.00153497,610631.980431065,3602,4608,Final/Full Demo Complete,,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3520 LUCILLE AVE,011,Central Park Heights,Demo Complete,6,J,153671,4608 011
1404417.84078614,610615.224230975,3603,4608,Final/Full Demo Complete,,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3522 LUCILLE AVE,012,Central Park Heights,Demo Complete,6,J,153672,4608 012
1404411.48253113,610597.881745979,3604,4608,Final/Full Demo Complete,2018/02/05 13:59:00+00,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3524 LUCILLE AVE,013,Central Park Heights,Demo Complete,6,J,153673,4608 013
1404405.09212397,610580.480205983,3605,4608,Final/Full Demo Complete,,,3163,47,4,FY19,Q1,2019/04/25 00:00:00+00,,2018/07/12 00:00:00+00,2020/04/13 00:00:00+00,3526 LUCILLE AVE,014,Central Park Heights,Demo Complete,6,J,153674,4608 014
1404372.20833147,610491.929858148,3606,4608,Final/Full Demo Complete,,,3178,47,4,FY19,Q1,2019/09/25 00:00:00+00,,2018/08/08 00:00:00+00,2020/04/13 00:00:00+00,3600 LUCILLE AVE,018,Central Park Heights,Demo Complete,6,J,153678,4608 018
1404365.78347555,610474.58671698,3607,4608,Final/Full Demo Complete,,,3178,47,4,FY19,Q1,2019/09/25 00:00:00+00,,2018/08/08 00:00:00+00,2020/04/13 00:00:00+00,3602 LUCILLE AVE,019,Central Park Heights,Demo Complete,6,J,153679,4608 019
1404359.44129664,610456.862999141,3608,4608,Final/Full Demo Complete,2018/02/05 07:45:00+00,,3178,47,4,FY19,Q1,2019/09/25 00:00:00+00,,2018/08/08 00:00:00+00,2020/04/13 00:00:00+00,3604 LUCILLE AVE,020,Central Park Heights,Demo Complete,6,J,153680,4608 020
1404352.90587664,610439.341380641,3609,4608,Final/Full Demo Complete,2018/02/05 07:46:00+00,,3178,47,4,FY19,Q1,2019/09/25 00:00:00+00,,2018/08/08 00:00:00+00,2020/04/13 00:00:00+00,3606 LUCILLE AVE,021,Central Park Heights,Demo Complete,6,J,153681,4608 021
1403620.12158105,611244.922118559,3610,4577,Final/Full Demo Complete,2017/02/28 02:08:00+00,,1544,47,,FY18,Q2,2018/01/10 00:00:00+00,,2017/07/03 00:00:00+00,2018/01/22 00:00:00+00,4902 BEAUFORT AVE,041,Central Park Heights,Demo Complete,6,J,154445,4577 041
1402999.80261172,611640.948229387,3611,4577B,Final/Full Demo Complete,2016/06/07 09:52:00+00,,1865,90,,,,2016/04/16 00:00:00+00,,2016/08/12 00:00:00+00,2016/11/28 00:00:00+00,3622 SPAULDING AVE,023,Central Park Heights,Demo Complete,6,I,154509,4577B023
1400809.24170414,611230.268932641,3612,4510,Final/Full Demo Complete,2015/08/14 14:38:00+00,,1538,47,1,,,2017/01/20 00:00:00+00,N,2016/09/22 00:00:00+00,2017/05/26 00:00:00+00,4110 HAYWARD AVE,005,Woodmere,Demo Complete,5,F,154605,4510 005
1400826.08714288,611247.713451564,3613,4510,Final/Full Demo Complete,2015/08/14 14:38:00+00,,1538,47,1,,,2017/01/20 00:00:00+00,N,2016/09/22 00:00:00+00,2017/05/26 00:00:00+00,4108 HAYWARD AVE,006,Woodmere,Demo Complete,5,F,154606,4510 006
1402015.25077505,613083.658270478,3614,4526,Final/Full Demo Complete,2017/03/03 00:31:00+00,,1545,47,,,,2017/06/15 00:00:00+00,,2017/05/04 00:00:00+00,2017/07/06 00:00:00+00,5323 BEAUFORT AVE,001,Arlington,Demo Complete,5,I,154863,4526 001
1402605.26731156,612861.386733398,3615,4526,Final/Full Demo Complete,2018/03/13 16:47:00+00,,3287,90,,,,2018/03/09 00:00:00+00,,2018/03/09 00:00:00+00,2018/04/06 00:00:00+00,3512 HAYWARD AVE,021,Arlington,Demo Complete,5,I,154881,4526 021
1402649.03428438,612871.409679234,3616,4526,Final/Full Demo Complete,2018/03/13 16:48:00+00,,3287,90,,,,2018/03/09 00:00:00+00,,2018/03/09 00:00:00+00,2018/04/06 00:00:00+00,3510 HAYWARD AVE,022,Arlington,Demo Complete,5,I,154882,4526 022
1402432.26896989,613020.524866566,3617,4526,Final/Full Demo Complete,2018/01/01 15:40:00+00,,2181,47,NA,FY19,Q3,2019/04/10 00:00:00+00,N,2019/02/01 00:00:00+00,2019/06/21 00:00:00+00,5314 DENMORE AVE,033,Arlington,Demo Complete,5,I,154891,4526 033
1402392.41045381,613034.537305728,3618,4526,Final/Full Demo Complete,2018/01/01 15:41:00+00,,2181,47,NA,FY19,Q3,2019/04/10 00:00:00+00,N,2019/02/01 00:00:00+00,2019/06/21 00:00:00+00,5316 DENMORE AVE,034,Arlington,Demo Complete,5,I,154892,4526 034
1401906.86713356,613388.333514139,3619,4526A,Final/Full Demo Complete,2015/08/14 15:08:00+00,,1554,47,1,,,2017/05/19 00:00:00+00,N,2017/01/17 00:00:00+00,2017/08/16 00:00:00+00,5416 DENMORE AVE,006,Arlington,Demo Complete,5,I,154908,4526A006
1401922.72110447,613368.518593147,3620,4526A,Final/Full Demo Complete,2015/08/14 15:08:00+00,,1554,47,1,,,2017/05/19 00:00:00+00,N,2017/01/17 00:00:00+00,2017/08/16 00:00:00+00,5414 DENMORE AVE,007,Arlington,Demo Complete,5,I,154909,4526A007
1423606.09145156,604818.79750365,3621,4079,Final/Full Demo Complete,2015/10/28 08:22:00+00,,1661,47,,FY19,Q2,2018/11/30 00:00:00+00,,2018/11/16 00:00:00+00,2018/12/31 00:00:00+00,700 HOMESTEAD ST,001,Better Waverly,Demo Complete,14,F,154937,4079 001
1424055.59219298,603741.896770313,3622,4092,Final/Full Demo Complete,2017/07/14 11:48:00+00,,2861,90,NA,FY18,Q2,2017/06/23 00:00:00+00,N,2017/11/15 00:00:00+00,2017/07/19 00:00:00+00,900 E 30TH ST,001,Better Waverly,Demo Complete,14,H,156003,4092 001
1424927.29025272,603647.545909137,3623,4093,Final/Full Demo Complete,2019/10/17 15:19:00+00,,3228,47,,FY20,Q3,2021/01/18 00:00:00+00,,2020/12/21 00:00:00+00,2021/02/15 00:00:00+00,3008 LOCH RAVEN ROAD,010,Better Waverly,Demo Complete,14,H,156081,4093 010
1424942.22394989,603668.695473149,3624,4093,Final/Full Demo Complete,2018/02/20 10:13:00+00,,3228,47,,FY20,Q3,2021/01/18 00:00:00+00,,2020/12/21 00:00:00+00,2021/02/15 00:00:00+00,3010 LOCH RAVEN ROAD,011,Better Waverly,Demo Complete,14,H,156082,4093 011
1424951.94866797,603681.460867554,3625,4093,Final/Full Demo Complete,2018/02/20 10:14:00+00,,3228,47,,FY20,Q3,2021/01/18 00:00:00+00,,2020/12/21 00:00:00+00,2021/02/15 00:00:00+00,3012 LOCH RAVEN ROAD,012,Better Waverly,Demo Complete,14,H,156083,4093 012
1425038.45735322,603802.740808725,3626,4094,Final/Full Demo Complete,,,8691,90,,,,2023/05/30 00:00:00+00,,2023/05/30 00:00:00+00,2023/06/01 00:00:00+00,3102 LOCH RAVEN ROAD,022,Better Waverly,Demo Complete,14,F,157053,4094 022
1425992.33733521,603226.930280566,3627,4110,Final/Full Demo Complete,2016/02/24 08:55:00+00,,1565,47,,,,2014/08/19 00:00:00+00,,,2014/10/03 00:00:00+00,1447 HOMESTEAD ST,032,Coldstream Homestead Montebello,Demo Complete,14,H,159140,4110 032
1404968.76652156,612701.614743233,3628,4587,Final/Full Demo Complete,2017/09/10 09:33:00+00,,2750,90,NA,,,2017/07/27 00:00:00+00,N,2017/09/13 00:00:00+00,2017/09/06 00:00:00+00,5003 PALMER AVE,018,Central Park Heights,Demo Complete,6,I,159503,4587 018
1424391.91566731,599674.685744643,3629,4005,Final/Full Demo Complete,,,8564,90,,,,2023/03/29 00:00:00+00,,2023/04/13 00:00:00+00,2023/05/18 00:00:00+00,1923 KENNEDY AVE,060,East Baltimore Midway,Demo Complete,12,J,160004,4005 060
1424392.80477314,599660.715628222,3630,4005,Final/Full Demo Complete,,,8564,90,,,,2023/03/29 00:00:00+00,,2023/04/13 00:00:00+00,2023/05/18 00:00:00+00,1921 KENNEDY AVE,061,East Baltimore Midway,Demo Complete,12,J,160005,4005 061
1424393.69486322,599646.745183721,3631,4005,Final/Full Demo Complete,,,8564,90,,,,2023/03/29 00:00:00+00,,2023/04/13 00:00:00+00,2023/05/18 00:00:00+00,1919 KENNEDY AVE,062,East Baltimore Midway,Demo Complete,12,J,160006,4005 062
1402029.98893455,613217.461480558,3632,4526A,Final/Full Demo Complete,2017/03/03 00:35:00+00,,1553,47,,,,2017/05/17 00:00:00+00,,2017/04/28 00:00:00+00,2017/05/31 00:00:00+00,5402 DENMORE AVE,013,Arlington,Demo Complete,5,I,161498,4526A013
1405291.03162505,611690.986843228,3633,4616,Final/Full Demo Complete,2018/06/24 18:13:00+00,131,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4819 PARK HEIGHTS AVE,042,Central Park Heights,Demo Complete,6,I,162842,4616 042
1405286.17992872,611704.723692387,3634,4616,Final/Full Demo Complete,2018/01/05 09:03:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4821 PARK HEIGHTS AVE,043,Central Park Heights,Demo Complete,6,I,162843,4616 043
1405272.57562523,611719.326353475,3635,4616,Final/Full Demo Complete,2018/01/05 09:04:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4823 PARK HEIGHTS AVE,044,Central Park Heights,Demo Complete,6,I,162844,4616 044
1405193.41272581,611814.213958979,3636,4616,Final/Full Demo Complete,2018/01/05 09:11:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4829 PARK HEIGHTS AVE,046,Central Park Heights,Demo Complete,6,I,162846,4616 046
1405178.54956655,611834.063328728,3637,4616,Final/Full Demo Complete,2018/01/05 09:12:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4831 PARK HEIGHTS AVE,047,Central Park Heights,Demo Complete,6,I,162847,4616 047
1405156.07454589,611863.7450279,3638,4616,Final/Full Demo Complete,2018/01/05 09:30:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4833 PARK HEIGHTS AVE,048,Central Park Heights,Demo Complete,6,I,162848,4616 048
1406716.74596523,610405.170845315,3639,4812,Final/Full Demo Complete,2017/10/08 19:40:00+00,,1619,47,NA,FY19,Q2,2018/10/02 00:00:00+00,N,2017/12/14 00:00:00+00,2018/11/30 00:00:00+00,4507 PIMLICO ROAD,017,Parklane,Demo Complete,6,H,163021,4812 017
1405134.04703088,611894.084534138,3640,4616,Final/Full Demo Complete,2016/01/21 10:56:00+00,,1714,47,,,,2016/01/11 00:00:00+00,,2016/03/08 00:00:00+00,2016/02/29 00:00:00+00,4835 PARK HEIGHTS AVE,049,Central Park Heights,Demo Complete,6,I,163981,4616 049
1405096.24723773,611944.020129815,3641,4616,Final/Full Demo Complete,2018/01/05 09:31:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4839 PARK HEIGHTS AVE,051,Central Park Heights,Demo Complete,6,I,163988,4616 051
1405054.24141622,612000.431434304,3642,4616,Final/Full Demo Complete,2018/01/05 09:32:00+00,,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4845 PARK HEIGHTS AVE,054,Central Park Heights,Demo Complete,6,I,163991,4616 054
1405038.94289039,612020.544583067,3643,4616,Final/Full Demo Complete,2018/05/24 12:26:00+00,131,2981,47,,FY19,Q3,2018/10/15 00:00:00+00,,2018/09/04 00:00:00+00,2019/07/12 00:00:00+00,4847 PARK HEIGHTS AVE,055,Central Park Heights,Demo Complete,6,I,163992,4616 055
1405144.14018655,612031.493051976,3644,4616,Final/Full Demo Complete,2019/05/01 07:07:00+00,,3821,90,,,,2019/04/30 00:00:00+00,,2019/08/06 00:00:00+00,2019/06/25 00:00:00+00,3111 OAKLEY AVE,056,Central Park Heights,Demo Complete,6,I,163993,4616 056
1405204.97503863,612074.016588971,3645,4616,Final/Full Demo Complete,2020/04/24 23:26:00+00,128,3705,47,,FY22,Q3,2024/10/16 00:00:00+00,,2024/05/13 00:00:00+00,2025/01/23 00:00:00+00,3105 OAKLEY AVE,059,Central Park Heights,Demo Complete,6,I,163996,4616 059
1405224.64461872,612089.240639895,3646,4616,Final/Full Demo Complete,2019/04/26 14:07:00+00,,3704,47,,FY20,Q2,2019/11/11 00:00:00+00,,2019/10/30 00:00:00+00,2019/12/26 00:00:00+00,3103 OAKLEY AVE,060,Central Park Heights,Demo Complete,6,I,163997,4616 060
1405244.54484139,612102.147110149,3647,4616,Final/Full Demo Complete,2019/04/26 14:07:00+00,,3704,47,,FY20,Q2,2019/11/11 00:00:00+00,,2019/10/30 00:00:00+00,2019/12/26 00:00:00+00,3101 OAKLEY AVE,061,Central Park Heights,Demo Complete,6,I,163998,4616 061
1406457.4239773,610465.255698889,3648,4626A,Final/Full Demo Complete,2016/06/07 09:46:00+00,,1871,90,,,,2016/04/15 00:00:00+00,,2016/08/05 00:00:00+00,2017/02/07 00:00:00+00,3100 SUMTER AVE,001,Central Park Heights,Demo Complete,6,I,164003,4626A001
1405748.20131439,611714.591782898,3649,4623,Final/Full Demo Complete,2019/10/02 12:18:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3037 WOODLAND AVE,030,Central Park Heights,Demo Complete,6,I,164628,4623 030
1405763.02543172,611735.866018564,3650,4623,Final/Full Demo Complete,2019/10/02 12:18:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3035 WOODLAND AVE,031,Central Park Heights,Demo Complete,6,I,164629,4623 031
1405773.97882189,611743.953600809,3651,4623,Final/Full Demo Complete,,,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3033 WOODLAND AVE,032,Central Park Heights,Demo Complete,6,I,164630,4623 032
1405786.13168472,611752.92766422,3652,4623,Final/Full Demo Complete,2019/10/02 12:17:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3031 WOODLAND AVE,033,Central Park Heights,Demo Complete,6,I,164631,4623 033
1405798.25337964,611761.867935061,3653,4623,Final/Full Demo Complete,2020/01/23 13:57:00+00,128,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3029 WOODLAND AVE,034,Central Park Heights,Demo Complete,6,I,164632,4623 034
1405808.81930339,611769.670084804,3654,4623,Final/Full Demo Complete,2019/10/02 12:17:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3027 WOODLAND AVE,035,Central Park Heights,Demo Complete,6,I,164633,4623 035
1405820.09323098,611777.981091812,3655,4623,Final/Full Demo Complete,2019/05/13 09:30:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3025 WOODLAND AVE,036,Central Park Heights,Demo Complete,6,I,164634,4623 036
1405832.34090988,611787.028317809,3656,4623,Final/Full Demo Complete,2019/05/13 09:30:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3023 WOODLAND AVE,037,Central Park Heights,Demo Complete,6,I,164635,4623 037
1405844.58530797,611796.045360148,3657,4623,Final/Full Demo Complete,2020/01/23 13:56:00+00,128,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3021 WOODLAND AVE,038,Central Park Heights,Demo Complete,6,I,164636,4623 038
1405857.21028273,611805.256299734,3658,4623,Final/Full Demo Complete,2020/01/23 13:56:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3019 WOODLAND AVE,039,Central Park Heights,Demo Complete,6,I,164637,4623 039
1405869.53735781,611814.213958979,3659,4623,Final/Full Demo Complete,2019/10/02 12:17:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3017 WOODLAND AVE,040,Central Park Heights,Demo Complete,6,I,164640,4623 040
1405881.49632339,611822.895372063,3660,4623,Final/Full Demo Complete,,,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3015 WOODLAND AVE,041,Central Park Heights,Demo Complete,6,I,164641,4623 041
1405893.1672318,611831.369108394,3661,4623,Final/Full Demo Complete,,,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3013 WOODLAND AVE,042,Central Park Heights,Demo Complete,6,I,164642,4623 042
1405905.35651189,611840.22768648,3662,4623,Final/Full Demo Complete,2019/10/02 12:17:00+00,131,3002,47,3,FY21,Q1,2021/07/29 00:00:00+00,N,2020/09/09 00:00:00+00,2021/11/29 00:00:00+00,3011 WOODLAND AVE,043,Central Park Heights,Demo Complete,6,I,164643,4623 043
1402733.28510013,613063.119925722,3663,4527,Final/Full Demo Complete,2018/02/08 14:03:00+00,,3210,47,4,FY19,Q1,2019/07/20 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/06 00:00:00+00,5303 DENMORE AVE,039,Arlington,Demo Complete,5,I,164997,4527 039
1402756.87199523,613054.827947557,3664,4527,Final/Full Demo Complete,2019/07/16 09:44:00+00,,3210,47,4,FY19,Q1,2019/07/20 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/06 00:00:00+00,5301 DENMORE AVE,040,Arlington,Demo Complete,5,I,164998,4527 040
1405908.73708256,612037.436281562,3665,4616,Final/Full Demo Complete,2019/07/22 11:03:00+00,131,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3000 WOODLAND AVE,001,Central Park Heights,Demo Complete,6,I,165049,4616 001
1405893.37359622,612015.589212388,3666,4616,Final/Full Demo Complete,,,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3002 WOODLAND AVE,002,Central Park Heights,Demo Complete,6,I,165050,4616 002
1405881.3719798,612006.882536888,3667,4616,Final/Full Demo Complete,2019/10/03 10:02:00+00,131,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3004 WOODLAND AVE,003,Central Park Heights,Demo Complete,6,I,165051,4616 003
1405869.70008713,611998.425860897,3668,4616,Final/Full Demo Complete,2019/10/03 10:03:00+00,131,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3006 WOODLAND AVE,004,Central Park Heights,Demo Complete,6,I,165052,4616 004
1405857.84906097,611989.791035637,3669,4616,Final/Full Demo Complete,2019/10/03 10:03:00+00,128,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3008 WOODLAND AVE,005,Central Park Heights,Demo Complete,6,I,165053,4616 005
1405823.0236713,612012.940595642,3670,4616,Final/Full Demo Complete,2019/07/22 11:04:00+00,131,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3010 WOODLAND AVE,006,Central Park Heights,Demo Complete,6,I,165054,4616 006
1405811.51122713,612004.563971981,3671,4616,Final/Full Demo Complete,2019/07/22 11:04:00+00,131,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3012 WOODLAND AVE,007,Central Park Heights,Demo Complete,6,I,165055,4616 007
1405800.34228621,611996.442597151,3672,4616,Final/Full Demo Complete,,,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3014 WOODLAND AVE,008,Central Park Heights,Demo Complete,6,I,165056,4616 008
1405788.86560313,611988.127981231,3673,4616,Final/Full Demo Complete,,,4377,47,3,FY21,Q3,2021/12/15 00:00:00+00,N,2021/02/16 00:00:00+00,2022/05/23 00:00:00+00,3016 WOODLAND AVE,009,Central Park Heights,Demo Complete,6,I,165057,4616 009
