RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
52394,13B02771,1/15/2013 12:00:00 PM,6E,LARCENY,,NA,613,M,27,BLACK_OR_AFRICAN_AMERICAN,,3700 MANCHESTER AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.342577398811152,-76.676645471874153,"(39.342577398811152,-76.676645471874153)",PARKING LOT-OUTSIDE ,1,-76.676645472,39.342577399
52395,13A06653,1/15/2013 7:00:00 AM,5B,BURGLARY,,NA,423,M,42,BLACK_OR_AFRICAN_AMERICAN,,6900 MCCLEAN BLVD,NORTHEAST,N/A,HAMILTON HILLS,39.370950873089001,-76.570161376174596,"(39.370950873089001,-76.570161376174596)",APT/CONDO - OCCUPIED,1,-76.570161376,39.370950873
52396,13A12148,1/26/2013 6:00:00 PM,6E,LARCENY,,NA,625,F,52,BLACK_OR_AFRICAN_AMERICAN,,4100 WABASH AVE,NORTHWEST,N/A,EAST ARLINGTON,39.332779928935956,-76.666696105879453,"(39.332779928935956,-76.666696105879453)",STREET              ,1,-76.666696106,39.332779929
52397,13A11325,1/26/2013 2:30:00 AM,4E,COMMON ASSAULT,,NA,,F,31,BLACK_OR_AFRICAN_AMERICAN,,3200 PATAPSCO AV,,N/A,,0,0,"(0,0)",GAS STATION         ,1,5.6843418860808E-14,5.6843418860808E-14
52398,13A11305,1/26/2013 1:30:00 AM,4E,COMMON ASSAULT,,NA,233,F,36,WHITE,,5600 ODONNELL ST,SOUTHEAST,N/A,PULASKI INDUSTRIAL AREA,39.281301971902636,-76.548232135370327,"(39.281301971902636,-76.548232135370327)",STREET              ,1,-76.548232135,39.2813019720001
52399,13A11454,1/26/2013 9:00:00 AM,6D,LARCENY FROM AUTO,,NA,231,F,20,BLACK_OR_AFRICAN_AMERICAN,,3700 FLEET ST,SOUTHEAST,N/A,BREWERS HILL,39.285792898971906,-76.566153719961306,"(39.285792898971906,-76.566153719961306)",STREET              ,1,-76.56615372,39.2857928990001
52400,13A11455,1/26/2013 1:00:00 AM,6G,LARCENY,,NA,212,M,30,WHITE,,400 S WOLFE ST,SOUTHEAST,N/A,UPPER FELLS POINT,39.286085021088631,-76.590273706473695,"(39.286085021088631,-76.590273706473695)",ROW/TOWNHOUSE-OCC,1,-76.5902737059999,39.2860850210001
52401,13A11310,1/26/2013 12:20:00 AM,4E,COMMON ASSAULT,,NA,423,F,17,BLACK_OR_AFRICAN_AMERICAN,,5600 TRAMORE RD,NORTHEAST,N/A,HAMILTON HILLS,39.357357786965991,-76.567372404467534,"(39.357357786965991,-76.567372404467534)",STREET              ,1,-76.567372404,39.3573577870001
52402,13A11316,1/26/2013 2:07:00 AM,4E,COMMON ASSAULT,,NA,221,M,37,UNKNOWN,,600 N KENWOOD AVE,SOUTHEAST,N/A,MCELDERRY PARK,39.298027596945325,-76.577788162514551,"(39.298027596945325,-76.577788162514551)",ROW/TOWNHOUSE-OCC,1,-76.577788163,39.298027597
52403,13A11400,1/26/2013 10:00:00 AM,4E,COMMON ASSAULT,,NA,334,F,45,BLACK_OR_AFRICAN_AMERICAN,,4500 ERDMAN AVE,EASTERN,N/A,ORCHARD RIDGE,39.309047624435877,-76.562129539250947,"(39.309047624435877,-76.562129539250947)",ROW/TOWNHOUSE-OCC,1,-76.562129539,39.3090476240001
52404,13A11831,1/26/2013 4:00:00 PM,5D,BURGLARY,,NA,912,,,UNKNOWN,,800 E PATAPSCO AVE,SOUTHERN,N/A,FAIRFIELD AREA,39.235159779256186,-76.597837477257215,"(39.235159779256186,-76.597837477257215)",OTHER - INSIDE      ,1,-76.597837477,39.2351597790001
52405,13C04553,3/10/2013 9:30:00 AM,5A,BURGLARY,,NA,623,F,47,BLACK_OR_AFRICAN_AMERICAN,,3100 WOLCOTT AVE,NORTHWEST,N/A,CONCERNED CITIZENS OF FOREST PARK,39.322435038351038,-76.68454600770562,"(39.322435038351038,-76.68454600770562)",ROW/TOWNHOUSE-OCC,1,-76.684546008,39.322435038
52406,13C04125,3/10/2013 7:24:00 AM,6G,LARCENY,,NA,612,F,78,BLACK_OR_AFRICAN_AMERICAN,,2500 DRUID PARK DR,NORTHWEST,N/A,PARK CIRCLE,39.327064909079702,-76.656655359887367,"(39.327064909079702,-76.656655359887367)",ROW/TOWNHOUSE-OCC,1,-76.6566553599999,39.3270649090001
52407,13C04236,3/10/2013 1:35:00 PM,3AF,ROBBERY,,FIREARM,631,F,45,BLACK_OR_AFRICAN_AMERICAN,,6500 REISTERSTOWN RD,NORTHWEST,N/A,REISTERSTOWN STATION,39.355862708501334,-76.70425844071228,"(39.355862708501334,-76.70425844071228)",PARKING LOT-OUTSIDE ,1,-76.704258441,39.3558627090001
52408,13C04109,3/10/2013 5:20:00 AM,4E,COMMON ASSAULT,,NA,835,M,24,BLACK_OR_AFRICAN_AMERICAN,,3200 PHELPS LN,SOUTHWEST,N/A,CARROLL-SOUTH HILTON,39.286788377653664,-76.67157545373756,"(39.286788377653664,-76.67157545373756)",ROW/TOWNHOUSE-OCC,1,-76.6715754539999,39.286788378
52409,13C04213,3/10/2013 1:00:00 PM,4B,AGG. ASSAULT,,KNIFE,123,F,19,BLACK_OR_AFRICAN_AMERICAN,,1900 DIVISION ST,CENTRAL,N/A,DRUID HEIGHTS,39.306368568713687,-76.635811822425225,"(39.306368568713687,-76.635811822425225)",ROW/TOWNHOUSE-OCC,1,-76.6358118219999,39.306368569
52410,13C04618,3/10/2013 8:00:00 PM,6E,LARCENY,,NA,632,F,24,BLACK_OR_AFRICAN_AMERICAN,,3800 FORDLEIGH RD,NORTHWEST,N/A,GLEN,39.35726201665188,-76.697615698106361,"(39.35726201665188,-76.697615698106361)",PARKING LOT-OUTSIDE ,1,-76.6976156979999,39.357262017
52411,13C05293,3/10/2013 12:00:00 AM,5A,BURGLARY,,NA,424,M,59,WHITE,,3200 ORLANDO AVE,NORTHEAST,N/A,NORTH HARFORD ROAD,39.365373262754538,-76.543610070983647,"(39.365373262754538,-76.543610070983647)",ROW/TOWNHOUSE-VAC,1,-76.543610071,39.365373263
52412,13C04058,3/10/2013 1:16:00 AM,8H,ARSON,,FIRE,442,M,34,BLACK_OR_AFRICAN_AMERICAN,,4400 KAVON AVE,NORTHEAST,N/A,BELAIR-EDISON,39.328350860018972,-76.562352357765022,"(39.328350860018972,-76.562352357765022)",STREET              ,1,-76.5623523579999,39.3283508600001
52413,13C04386,3/10/2013 9:40:00 PM,4B,AGG. ASSAULT,,KNIFE,824,M,36,BLACK_OR_AFRICAN_AMERICAN,,4100 FREDERICK AVE,SOUTHWEST,N/A,IRVINGTON,39.281929985724105,-76.683437712642316,"(39.281929985724105,-76.683437712642316)",HOSP/NURS. HOME,1,-76.683437713,39.2819299860001
52414,13D02201,3/10/2013 12:00:00 PM,6E,LARCENY,,NA,832,M,23,BLACK_OR_AFRICAN_AMERICAN,,3000 WILKENS AVE,SOUTHWEST,N/A,GWYNNS FALLS,39.276125169181817,-76.665345178730092,"(39.276125169181817,-76.665345178730092)",PARKING LOT-OUTSIDE ,1,-76.665345179,39.2761251690001
52415,13C04284,3/10/2013 4:01:00 PM,5A,BURGLARY,,NA,314,F,23,BLACK_OR_AFRICAN_AMERICAN,,1500 E BIDDLE ST,EASTERN,N/A,GAY STREET,39.304041857687437,-76.596929801139581,"(39.304041857687437,-76.596929801139581)",ROW/TOWNHOUSE-OCC,1,-76.596929801,39.3040418580001
52416,13C06197,3/10/2013 5:00:00 PM,6D,LARCENY FROM AUTO,,NA,523,F,35,BLACK_OR_AFRICAN_AMERICAN,,5800 YORK RD,NORTHERN,N/A,BELVEDERE,39.361483021670018,-76.609545348645227,"(39.361483021670018,-76.609545348645227)",UNKNOWN,1,-76.609545349,39.3614830220001
52417,13C02174,3/5/2013 6:00:00 PM,6D,LARCENY FROM AUTO,,NA,833,F,60,WHITE,,3600 WILKENS AVE,SOUTHWEST,N/A,IRVINGTON,39.270801069817999,-76.682140095062351,"(39.270801069817999,-76.682140095062351)",PARKING LOT-OUTSIDE ,1,-76.682140095,39.2708010700001
52418,13C01978,3/5/2013 1:36:00 PM,3N,ROBBERY,,KNIFE,434,,,UNKNOWN,,3200 ELMORA AVE,NORTHEAST,N/A,FOUR BY FOUR,39.315732014281792,-76.577628832188253,"(39.315732014281792,-76.577628832188253)",SPECIALTY STORE     ,1,-76.577628832,39.315732014
52419,13C02898,3/5/2013 11:44:00 AM,6C,LARCENY,,NA,114,,,UNKNOWN,,200 N CHARLES ST,CENTRAL,N/A,DOWNTOWN,39.291913021999903,-76.615485682088817,"(39.291913021999903,-76.615485682088817)",GROCERY/CONFECTION ,1,-76.615485682,39.2919130220001
52420,14C09094,3/21/2014 10:00:00 PM,6D,LARCENY FROM AUTO,,NA,423,,,UNKNOWN,,7100 MCCLEAN BLVD,NORTHEAST,N/A,HAMILTON HILLS,39.371722470158268,-76.566251799137305,"(39.371722470158268,-76.566251799137305)",STREET              ,1,-76.566251799,39.3717224700001
52421,14C09026,3/21/2014 11:00:00 PM,7A,AUTO THEFT,,NA,425,F,43,BLACK_OR_AFRICAN_AMERICAN,,6400 EVERALL AVE,NORTHEAST,N/A,ROSEMONT EAST,39.354949189060584,-76.537331960980211,"(39.354949189060584,-76.537331960980211)",STREET              ,1,-76.5373319609999,39.354949189
52422,14C09166,3/21/2014 11:00:00 PM,5A,BURGLARY,,NA,624,F,44,BLACK_OR_AFRICAN_AMERICAN,,3600 DUVALL AVE,NORTHWEST,N/A,GARWYN OAKS,39.320384005991855,-76.678975724481248,"(39.320384005991855,-76.678975724481248)",APT/CONDO - OCCUPIED,1,-76.6789757239999,39.320384006
52423,14C08701,3/21/2014 3:10:00 PM,6B,LARCENY,,NA,221,M,12,BLACK_OR_AFRICAN_AMERICAN,,200 S LINWOOD AVE,SOUTHEAST,N/A,PATTERSON PARK,39.288942121234143,-76.5771831849504,"(39.288942121234143,-76.5771831849504)",PARK,1,-76.577183185,39.288942121
52424,14C08867,3/21/2014 10:35:00 PM,4E,COMMON ASSAULT,,NA,524,F,37,BLACK_OR_AFRICAN_AMERICAN,,4700 ALHAMBRA AVE,NORTHERN,N/A,WRENLANE,39.344705183880073,-76.6074977817931,"(39.344705183880073,-76.6074977817931)",OTHER - INSIDE      ,1,-76.6074977819999,39.3447051840001
52425,14C08764,3/21/2014 3:48:00 PM,6D,LARCENY FROM AUTO,,NA,521,M,45,WHITE,,100 W MELROSE AVE,NORTHERN,N/A,NORTH ROLAND PARK/POPLAR HILL,39.365167905705036,-76.629778836209496,"(39.365167905705036,-76.629778836209496)",PARKING LOT-OUTSIDE ,1,-76.629778836,39.3651679060001
52426,14C08908,3/21/2014 11:45:00 PM,6D,LARCENY FROM AUTO,,NA,932,F,,UNKNOWN,,1400 CARROLL ST,SOUTHERN,N/A,WASHINGTON VILLAGE/PIGTOWN,39.278619940699357,-76.636134639438367,"(39.278619940699357,-76.636134639438367)",STREET              ,1,-76.636134639,39.278619941
52427,14D01235,4/2/2014 10:45:00 PM,6D,LARCENY FROM AUTO,,NA,133,F,61,BLACK_OR_AFRICAN_AMERICAN,,800 CHAUNCEY AVE,CENTRAL,N/A,RESERVOIR HILL,39.315026991894214,-76.634599143111132,"(39.315026991894214,-76.634599143111132)",STREET              ,1,-76.6345991429999,39.3150269920001
52428,14D00890,4/2/2014 6:30:00 PM,4E,COMMON ASSAULT,,NA,212,M,32,BLACK_OR_AFRICAN_AMERICAN,,200 N BOND ST,SOUTHEAST,N/A,DUNBAR-BROADWAY,39.293684172651666,-76.595983043145807,"(39.293684172651666,-76.595983043145807)",STREET              ,1,-76.595983043,39.293684173
52429,14D00633,4/2/2014 10:00:00 AM,5B,BURGLARY,,NA,822,F,32,BLACK_OR_AFRICAN_AMERICAN,,600 WINANS WAY,SOUTHWEST,N/A,HUNTING RIDGE,39.294657073545849,-76.699494581108837,"(39.294657073545849,-76.699494581108837)",SINGLE HOUSE,1,-76.699494581,39.294657074
52430,14D00610,4/2/2014 9:30:00 AM,4E,COMMON ASSAULT,,NA,123,M,16,BLACK_OR_AFRICAN_AMERICAN,,900 DRUID HILL AVE,CENTRAL,N/A,HERITAGE CROSSING,39.298480545227967,-76.62482830371377,"(39.298480545227967,-76.62482830371377)",SCHOOL              ,1,-76.6248283039999,39.2984805450001
52431,14D01055,4/2/2014 3:30:00 PM,6G,LARCENY,,NA,614,F,60,BLACK_OR_AFRICAN_AMERICAN,,5100 PEMBRIDGE AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.350748567163436,-76.670734841894415,"(39.350748567163436,-76.670734841894415)",ROW/TOWNHOUSE-OCC,1,-76.6707348419999,39.350748567
52432,14D00656,4/2/2014 11:49:00 AM,4C,AGG. ASSAULT,,OTHER,221,F,22,BLACK_OR_AFRICAN_AMERICAN,,400 N MILTON AVE,SOUTHEAST,N/A,MCELDERRY PARK,39.296593503672177,-76.581983429431958,"(39.296593503672177,-76.581983429431958)",ROW/TOWNHOUSE-OCC,1,-76.5819834289999,39.296593504
52433,14D00710,4/2/2014 1:30:00 PM,4D,AGG. ASSAULT,,HANDS,534,F,15,WHITE,,4600 FALLS RD,NORTHERN,N/A,CROSS KEYS,39.347055905926865,-76.642586349481221,"(39.347055905926865,-76.642586349481221)",SCHOOL              ,1,-76.6425863489999,39.347055906
52434,14D02880,4/2/2014 12:30:00 PM,4E,COMMON ASSAULT,,NA,443,F,41,WHITE,,5000 MORAVIA RD,NORTHEAST,N/A,FRANKFORD,39.325029472612229,-76.55119750389963,"(39.325029472612229,-76.55119750389963)",UNKNOWN,1,-76.551197504,39.325029473
52435,15A00171,12/31/2014 7:30:00 PM,5D,BURGLARY,,NA,232,,,UNKNOWN,,100 KANE ST,SOUTHEAST,N/A,PULASKI INDUSTRIAL AREA,39.293407085696415,-76.534393894630213,"(39.293407085696415,-76.534393894630213)",OTHER - INSIDE      ,1,-76.5343938949999,39.2934070860001
52436,14L12047,12/31/2014 11:30:00 AM,5A,BURGLARY,,NA,432,M,72,BLACK_OR_AFRICAN_AMERICAN,,4000 RAYMONN AVE,NORTHEAST,N/A,BELAIR-EDISON,39.317413911173865,-76.55875652553523,"(39.317413911173865,-76.55875652553523)",ROW/TOWNHOUSE-OCC,1,-76.558756526,39.3174139110001
52437,15A00265,12/31/2014 1:00:00 PM,6D,LARCENY FROM AUTO,,NA,124,M,43,BLACK_OR_AFRICAN_AMERICAN,,200 W MADISON ST,CENTRAL,N/A,MOUNT VERNON,39.298694442398613,-76.618658053576723,"(39.298694442398613,-76.618658053576723)",STREET              ,1,-76.618658054,39.2986944420001
52438,15A01316,12/31/2014 2:00:00 PM,5A,BURGLARY,,NA,444,M,37,UNKNOWN,,5500 WHITBY RD,NORTHEAST,N/A,CEDONIA,39.335206248126596,-76.530075580738639,"(39.335206248126596,-76.530075580738639)",ROW/TOWNHOUSE-OCC,1,-76.5300755809999,39.3352062480001
52439,14L11956,12/31/2014 12:30:00 PM,6J,LARCENY,,NA,234,F,,WHITE,,1500 ELRINO ST,SOUTHEAST,N/A,BROENING MANOR,39.2752507791296,-76.541399537996611,"(39.2752507791296,-76.541399537996611)",SINGLE HOUSE,1,-76.541399538,39.275250779
52440,15A00114,12/31/2014 5:30:00 PM,6E,LARCENY,,NA,931,M,51,BLACK_OR_AFRICAN_AMERICAN,,900 LEMMON ST,SOUTHERN,N/A,HOLLINS MARKET,39.286408142203982,-76.632063219488074,"(39.286408142203982,-76.632063219488074)",STREET              ,1,-76.632063219,39.286408142
52441,15A00024,12/31/2014 10:00:00 PM,4C,AGG. ASSAULT,,OTHER,334,F,11,BLACK_OR_AFRICAN_AMERICAN,,4300 E EAGER ST,EASTERN,N/A,ORANGEVILLE,39.303303317928417,-76.561449661328496,"(39.303303317928417,-76.561449661328496)",STREET              ,1,-76.561449661,39.3033033180001
52442,15A35004,12/31/2014 4:13:00 PM,6D,LARCENY FROM AUTO,,NA,323,F,25,BLACK_OR_AFRICAN_AMERICAN,,1000 BROADWAY,EASTERN,N/A,GAY STREET,39.302936386136132,-76.59486412567081,"(39.302936386136132,-76.59486412567081)",,1,-76.5948641259999,39.3029363860001
52443,15A35016,12/31/2014 1:00:00 PM,6D,LARCENY FROM AUTO,,NA,534,F,42,BLACK_OR_AFRICAN_AMERICAN,,300 TUSCANY RD,NORTHERN,N/A,TUSCANY-CANTERBURY,39.340095953023429,-76.624945302378521,"(39.340095953023429,-76.624945302378521)",,1,-76.624945302,39.3400959530001
52444,14L11948,12/31/2014 3:20:00 PM,6C,LARCENY,,NA,515,,,UNKNOWN,,600 E 33RD ST,NORTHERN,N/A,BETTER WAVERLY,39.328159193669045,-76.607980099448014,"(39.328159193669045,-76.607980099448014)",GROCERY/CONFECTION ,1,-76.607980099,39.3281591940001
52445,15A00007,12/31/2014 2:30:00 PM,5A,BURGLARY,,NA,821,F,21,BLACK_OR_AFRICAN_AMERICAN,,1100 N WOODINGTON RD,SOUTHWEST,N/A,EDMONDSON VILLAGE,39.299600138935538,-76.686001228680382,"(39.299600138935538,-76.686001228680382)",APT/CONDO - OCCUPIED,1,-76.6860012289999,39.2996001390001
52446,15C13587,12/31/2014 1:01:00 AM,5A,BURGLARY,,NA,312,F,65,BLACK_OR_AFRICAN_AMERICAN,,2300 AIKEN ST,EASTERN,N/A,EAST BALTIMORE MIDWAY,39.316243044447845,-76.597944942692962,"(39.316243044447845,-76.597944942692962)",ROW/TOWNHOUSE-OCC,1,-76.597944943,39.316243044
52447,15A00639,12/31/2014 8:00:00 PM,6E,LARCENY,,NA,223,M,41,UNKNOWN,,3500 E FAYETTE ST,SOUTHEAST,N/A,BALTIMORE HIGHLANDS,39.295124954794503,-76.568710905812296,"(39.295124954794503,-76.568710905812296)",STREET              ,1,-76.568710906,39.2951249550001
52448,14L11906,12/31/2014 1:18:00 PM,4B,AGG. ASSAULT,,KNIFE,445,M,21,BLACK_OR_AFRICAN_AMERICAN,,4600 MARY AVE,NORTHEAST,N/A,CEDMONT,39.342488016925628,-76.534283986843207,"(39.342488016925628,-76.534283986843207)",SINGLE HOUSE,1,-76.534283987,39.3424880170001
52449,14L11878,12/31/2014 11:24:00 AM,6C,LARCENY,,NA,922,,,UNKNOWN,,1000 W PATAPSCO AVE,SOUTHERN,N/A,CHERRY HILL,39.247279177146098,-76.636424205093547,"(39.247279177146098,-76.636424205093547)",SPECIALTY STORE     ,1,-76.636424205,39.2472791770001
52450,15A00148,12/31/2014 8:00:00 PM,6E,LARCENY,,NA,612,M,58,BLACK_OR_AFRICAN_AMERICAN,,3600 PARK HEIGHTS AVE,NORTHWEST,N/A,PARK CIRCLE,39.330200017005239,-76.659180545557206,"(39.330200017005239,-76.659180545557206)",STREET              ,1,-76.659180546,39.330200017
52451,13I04466,1/20/2013 8:00:00 AM,6E,LARCENY,,NA,622,M,28,BLACK_OR_AFRICAN_AMERICAN,,5500 GWYNN OAK AVE,NORTHWEST,N/A,HOWARD PARK,39.328791893790729,-76.708056010740592,"(39.328791893790729,-76.708056010740592)",STREET              ,1,-76.7080560109999,39.3287918940001
52452,13A11524,1/20/2013 3:30:00 PM,6D,LARCENY FROM AUTO,,NA,913,F,52,WHITE,,4300 W BAY AVE,SOUTHERN,N/A,BROOKLYN,39.225969670641483,-76.594247653234731,"(39.225969670641483,-76.594247653234731)",PARKING LOT-OUTSIDE ,1,-76.594247653,39.225969671
52453,13A08869,1/20/2013 9:11:00 AM,6G,LARCENY,,NA,835,F,27,BLACK_OR_AFRICAN_AMERICAN,,2400 FREDERICK AVE,SOUTHWEST,N/A,MILLHILL,39.281947220454647,-76.654951798385454,"(39.281947220454647,-76.654951798385454)",RETAIL/SMALL BUSINES,1,-76.654951798,39.2819472200001
52454,13A09187,1/20/2013 10:30:00 PM,7A,AUTO THEFT,,NA,522,F,43,BLACK_OR_AFRICAN_AMERICAN,,6000 NORTHWOOD DR,NORTHERN,N/A,EVESHAM PARK,39.365793856682629,-76.600368417728717,"(39.365793856682629,-76.600368417728717)",STREET              ,1,-76.600368418,39.365793857
52455,13A09010,1/20/2013 9:15:00 PM,6J,LARCENY,,NA,,M,24,BLACK_OR_AFRICAN_AMERICAN,,0 ORLEANS ST,,N/A,,0,0,"(0,0)",STREET              ,1,5.6843418860808E-14,5.6843418860808E-14
52456,13A09047,1/20/2013 4:30:00 PM,5A,BURGLARY,,NA,733,F,29,BLACK_OR_AFRICAN_AMERICAN,,2500 WOODBROOK AVE,WESTERN,N/A,PENN NORTH,39.312929043221054,-76.64379289149457,"(39.312929043221054,-76.64379289149457)",ROW/TOWNHOUSE-OCC,1,-76.643792891,39.3129290430001
52457,13A08857,1/20/2013 3:30:00 AM,3AF,ROBBERY,,FIREARM,212,F,43,UNKNOWN,,400 S ANN ST,SOUTHEAST,N/A,UPPER FELLS POINT,39.286569868891277,-76.591651985523498,"(39.286569868891277,-76.591651985523498)",STREET              ,1,-76.591651986,39.2865698690001
52458,13A09017,1/20/2013 9:40:00 PM,5B,BURGLARY,,NA,724,F,14,BLACK_OR_AFRICAN_AMERICAN,,1800 W LAFAYETTE AVE,WESTERN,N/A,SANDTOWN-WINCHESTER,39.298878200598715,-76.647278952267285,"(39.298878200598715,-76.647278952267285)",ROW/TOWNHOUSE-OCC,1,-76.647278952,39.298878201
52459,13A08980,1/20/2013 6:30:00 PM,4E,COMMON ASSAULT,,NA,223,F,37,UNKNOWN,,100 S EATON ST,SOUTHEAST,N/A,BALTIMORE HIGHLANDS,39.29071377138299,-76.565385982372391,"(39.29071377138299,-76.565385982372391)",ROW/TOWNHOUSE-OCC,1,-76.565385982,39.2907137710001
52460,13A09050,1/20/2013 11:45:00 PM,6J,LARCENY,,NA,113,,,UNKNOWN,,0 E PRATT ST,CENTRAL,N/A,DOWNTOWN WEST,39.286191955513594,-76.61464698196562,"(39.286191955513594,-76.61464698196562)",RESTAURANT,1,-76.614646982,39.286191956
52461,13A08906,1/20/2013 1:00:00 PM,6D,LARCENY FROM AUTO,,NA,,F,64,BLACK_OR_AFRICAN_AMERICAN,,2900 EDGECOMBE CR,,N/A,,0,0,"(0,0)",STREET              ,1,5.6843418860808E-14,5.6843418860808E-14
52462,13A06651,1/15/2013 4:20:00 PM,6G,LARCENY,,NA,524,F,54,BLACK_OR_AFRICAN_AMERICAN,,5300 MIDWOOD AVE,NORTHERN,N/A,KENILWORTH PARK,39.352810892880036,-76.602321780016922,"(39.352810892880036,-76.602321780016922)",ROW/TOWNHOUSE-OCC,1,-76.60232178,39.352810893
52463,13A06420,1/15/2013 10:35:00 AM,4C,AGG. ASSAULT,,OTHER,232,M,14,BLACK_OR_AFRICAN_AMERICAN,,100 KANE ST,SOUTHEAST,N/A,HOPKINS BAYVIEW,39.292602013676195,-76.536416828026248,"(39.292602013676195,-76.536416828026248)",SCHOOL              ,1,-76.536416828,39.2926020140001
52464,13A07089,1/15/2013 3:00:00 PM,4E,COMMON ASSAULT,,NA,614,F,13,BLACK_OR_AFRICAN_AMERICAN,,5000 QUEENSBERRY AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.349127140178197,-76.67145111143553,"(39.349127140178197,-76.67145111143553)",ROW/TOWNHOUSE-OCC,1,-76.671451111,39.3491271400001
52465,13A07064,1/15/2013 3:15:00 PM,6G,LARCENY,,NA,935,F,20,BLACK_OR_AFRICAN_AMERICAN,,1600 COLE ST,SOUTHERN,N/A,NEW SOUTHWEST/MOUNT CLARE,39.282327373242445,-76.643205243248303,"(39.282327373242445,-76.643205243248303)",ROW/TOWNHOUSE-OCC,1,-76.643205243,39.282327373
52466,13A06609,1/15/2013 1:15:00 PM,4E,COMMON ASSAULT,,NA,531,M,37,WHITE,,1300 W 36TH ST,NORTHERN,N/A,HAMPDEN,39.330559671362941,-76.637823075600963,"(39.330559671362941,-76.637823075600963)",SCHOOL              ,1,-76.637823076,39.3305596710001
52467,13A11332,1/26/2013 3:20:00 AM,4E,COMMON ASSAULT,,NA,331,F,25,BLACK_OR_AFRICAN_AMERICAN,,1800 N COLLINGTON AVE,EASTERN,N/A,BROADWAY EAST,39.311440250314426,-76.587248176201058,"(39.311440250314426,-76.587248176201058)",ROW/TOWNHOUSE-OCC,1,-76.5872481759999,39.31144025
52468,13A11596,1/26/2013 7:45:00 PM,6C,LARCENY,,NA,,,,UNKNOWN,,6500 -FWD REISTERSTOWN RD,,N/A,,0,0,"(0,0)",SPECIALTY STORE     ,1,5.6843418860808E-14,5.6843418860808E-14
52469,13A11658,1/26/2013 10:30:00 PM,6B,LARCENY,,NA,213,F,58,WHITE,,2000 EASTERN AVE,SOUTHEAST,N/A,FELLS POINT,39.285656721064903,-76.587999886864168,"(39.285656721064903,-76.587999886864168)",STREET              ,1,-76.587999887,39.2856567210001
52470,13A11622,1/26/2013 9:00:00 PM,4E,COMMON ASSAULT,,NA,622,F,25,BLACK_OR_AFRICAN_AMERICAN,,3500 ELDORADO AVE,NORTHWEST,N/A,DORCHESTER,39.330121832777927,-76.690928833975917,"(39.330121832777927,-76.690928833975917)",SINGLE HOUSE,1,-76.690928834,39.3301218330001
52471,13A11548,1/26/2013 5:00:00 PM,4E,COMMON ASSAULT,,NA,132,F,30,BLACK_OR_AFRICAN_AMERICAN,,1500 EUTAW PL,CENTRAL,N/A,MADISON PARK,39.305782623530106,-76.628977808366614,"(39.305782623530106,-76.628977808366614)",APT/CONDO - OCCUPIED,1,-76.6289778079999,39.3057826240001
52472,13A09133,1/20/2013 11:00:00 PM,7A,AUTO THEFT,,NA,911,M,41,WHITE,,4800 PENNINGTON AVE,SOUTHERN,N/A,CURTIS BAY,39.222586275941602,-76.588021197273562,"(39.222586275941602,-76.588021197273562)",STREET              ,1,-76.588021197,39.2225862760001
52473,13A09068,1/20/2013 11:50:00 PM,3AF,ROBBERY,,FIREARM,415,M,19,BLACK_OR_AFRICAN_AMERICAN,,1600 SHERWOOD AVE,NORTHEAST,N/A,LOCH RAVEN,39.36169178426622,-76.583704548028237,"(39.36169178426622,-76.583704548028237)",STREET              ,1,-76.583704548,39.3616917840001
52474,13A09027,1/20/2013 11:00:00 PM,4E,COMMON ASSAULT,,NA,943,M,26,WHITE,,1400 JACKSON ST,SOUTHERN,N/A,RIVERSIDE,39.273911176224061,-76.605549117308328,"(39.273911176224061,-76.605549117308328)",STREET              ,1,-76.605549117,39.2739111760001
52475,13A08795,1/20/2013 8:00:00 AM,6D,LARCENY FROM AUTO,,NA,822,,,UNKNOWN,,4600 EDMONDSON AVE,SOUTHWEST,N/A,HUNTING RIDGE,39.293871378913558,-76.695893403023987,"(39.293871378913558,-76.695893403023987)",GROCERY/CONFECTION ,1,-76.695893403,39.2938713790001
52476,13A09006,1/20/2013 5:00:00 PM,7A,AUTO THEFT,,NA,412,F,65,BLACK_OR_AFRICAN_AMERICAN,,1500 OAKRIDGE RD,NORTHEAST,N/A,EDNOR GARDENS-LAKESIDE,39.333309547514382,-76.593841563980334,"(39.333309547514382,-76.593841563980334)",STREET              ,1,-76.5938415639999,39.333309548
52477,13A08810,1/20/2013 9:57:00 AM,4E,COMMON ASSAULT,,NA,614,F,27,BLACK_OR_AFRICAN_AMERICAN,,4200 PARK HEIGHTS AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.337533930852352,-76.665103316866777,"(39.337533930852352,-76.665103316866777)",STREET              ,1,-76.665103317,39.3375339310001
