FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
29185,1841505,500VO00000IAhJAYA1,24-00834045,SW-Dirty Street,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,SR assessed and no cause for action determined,"MOSHER ST & N BENTALOU ST, Baltimore City, 21216",21216,Bridgeview/Greenlawn,9,Western,722,39.299606880697866,-76.653504707997925,"(39.299606880697866, -76.653504707997925)",0,0,qwjdi58+XeIG8KyIaJws9xt9G+NDfySrJKoq/zzsVws=,1
29186,1841531,500VO00000IAHV6YAP,24-00832820,SW-Dirty Street,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"2200 BLK MASON AL, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.313294752938596,-76.634183838191504,"(39.313294752938596, -76.634183838191504)",0,0,lFYElebwuccHef/zsGfO7r3LR4iIpmDBFWyvu1gCVZM=,1
29187,1841542,500VO00000IAhz4YAD,24-00833807,SW-Dirty Alley,Phone,1726963200000,Closed (Transferred),1727136000000,1727740800000,1727136000000,Solid Waste,Service Response,-2209161600000, ,"4010 SOUTHERN AVE, Baltimore City, 21206",21206,Waltherson,3,Northeastern,431,39.335874467127177,-76.559342782351010,"(39.335874467127177, -76.559342782351010)",0,0,G4CcTq/Gw6mqAa5UcO0ALqV/wJlEv9M2DnqtqdClRjs=,2
29188,1841559,500VO00000IAICgYAP,24-00833120,SW-Dirty Alley,Phone,1727136000000,Closed,1727308800000,1727913600000,1727308800000,Solid Waste,Service Response,1727308800000,SR assessed and no cause for action determined,"1600 SAINT STEPHENS ST, Baltimore City, 21216",21216,Northwest Community Action,7,Northwestern,615,39.306325583845812,-76.666751252914523,"(39.306325583845812, -76.666751252914523)",0,0,5ZtWnvEcpfPsELu4DMK7FWlcS6W217ZvxsgNMfDMOLQ=,2
29189,1841582,500VO00000IaIP3YAN,24-00849551,SW-Dirty Street,API,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"4825 PALMER AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.346901320906589,-76.671010169369382,"(39.346901320906589, -76.671010169369382)",0,0,83n3yIcPXRtCo8APZec+JpDqM8KZhblLgbNUjocDTjo=,1
29190,1841608,500VO00000IAj1YYAT,24-00833501,SW-Dirty Alley,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"5011 ELMER AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.346321581383407,-76.676925494595636,"(39.346321581383407, -76.676925494595636)",0,0,h+1Hy/1u+x02L+fWTFFWtD9rA3A5PEbjC6h9p9tNHHw=,1
29191,1841617,500VO00000IAjBJYA1,24-00833438,SW-Dirty Alley,API,1727136000000,Closed,1727395200000,1727913600000,1727395200000,Solid Waste,Service Response,1727395200000,Work completed,"3733 10TH ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,916,39.232569144376377,-76.596429759937195,"(39.232569144376377, -76.596429759937195)",0,0,MQhal/OkQmFvpmQo+dRZOZJuQe/XC4d4vBWxNva2LdM=,3
29192,1841632,500VO00000IaJhsYAF,24-00850049,SW-Dirty Alley,API,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"827 N BRADFORD ST, Baltimore City, 21205",21205,Milton-Montford,13,Southeastern,225,39.300551036878232,-76.584431217647378,"(39.300551036878232, -76.584431217647378)",0,0,0GBNfIKnPIrbtgEVYcSYWTLk/0b+MQ44OwjKiKQRw+I=,1
29193,1841650,500VO00000IAJNCYA5,24-00832767,SW-Dirty Street,Phone,1727136000000,Closed,1727740800000,1727913600000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"2100 W PATAPSCO AVE, Baltimore City, 21230",21230,Lakeland,10,Southern,922,39.251017057175389,-76.643611588064985,"(39.251017057175389, -76.643611588064985)",0,0,LwuNzGzReMT11XW9ZEDPc093sKYn5SkuCYG0DO0nWcA=,7
29194,1841656,500VO00000IajPOYAZ,24-00850279,SW-Dirty Alley,Phone,1727654400000,Closed,1727827200000,1728432000000,1727827200000,Solid Waste,Service Response,1727827200000,Work completed,"5317 NELSON AVE, Baltimore City, 21215",21215,Arlington,5,Northwestern,635,39.347595347516162,-76.684454676132376,"(39.347595347516162, -76.684454676132376)",0,0,0wFGvpTR6UXtDIqU6q2yjFmuk0kn8EChTLLN1uJFEFI=,2
29195,1841707,500VO00000IAKJGYA5,24-00832846,SW-Dirty Alley,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"2463 DRUID HILL AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.312625931499845,-76.640211393359465,"(39.312625931499845, -76.640211393359465)",0,0,XYA7TMF2oTHcxy79FLIA+ktp3aL803P1L7FSWv1lfnQ=,1
29196,1841726,500VO00000IaKSXYA3,24-00849635,SW-Dirty Street,Phone,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work could not be completed,"4000 BLK EASTERN AVE, Baltimore City, 21224",21224,Highlandtown,2,Southeastern,212,39.286803843816045,-76.562878515202513,"(39.286803843816045, -76.562878515202513)",0,0,c2PIP31hJcx3wiGb+3RkHmZ0nHvqvhpgCoLH/mq3eAU=,1
29197,1841763,500VO00000IalhBYAR,24-00849960,SW-Dirty Alley,Phone,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"1500 BLK SYCAMORE ST, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.230604054067705,-76.589726632966986,"(39.230604054067705, -76.589726632966986)",0,0,57GXhcAmSIsR1FSaHkHpMR1har+CiO0H9KmbhppGIgg=,1
29198,1841787,500VO00000IALs1YAH,24-00832803,SW-Dirty Alley,Phone,1727136000000,Closed,1727481600000,1727913600000,1727481600000,Solid Waste,Service Response,1727481600000,Work completed,"4013 BELWOOD AVE, Baltimore City, 21206",21206,Waltherson,2,Northeastern,431,39.337441112081862,-76.555187640721556,"(39.337441112081862, -76.555187640721556)",0,0,Enbfh0KKfS6BAaKpqLhsduv5uu/XYdzyQjN1Sqs5cqk=,4
29199,1841801,500VO00000IAM1lYAH,24-00833141,SW-Dirty Alley,API,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"GARY-BOSTON & STEELTON-DUNDALK, Baltimore City, 21224",21224,Graceland Park,1,Southeastern,232,39.279593576910003,-76.535729759130476,"(39.279593576910003, -76.535729759130476)",0,0,igXLxYV0U5BARfjTt5d4piHdfXdA2bz43hXIibW5fjs=,1
29200,1841873,500VO00000IAMwBYAX,24-00833068,SW-Dirty Alley,API,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"638 PONCA ST, Baltimore City, 21224",21224,Greektown,1,Southeastern,233,39.285243969819192,-76.555035990945271,"(39.285243969819192, -76.555035990945271)",0,0,4l5XvrYOQJXbGvvEmKcRUWkvk67Gx4RsWLNeVROqdQg=,1
29201,1841889,500VO00000IaN73YAF,24-00849765,SW-Dirty Alley,API,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"4600 NORTHWOOD DR, Baltimore City, 21239",21239,New Northwood,4,Northeastern,412,39.346902670979290,-76.596200824219522,"(39.346902670979290, -76.596200824219522)",0,0,YVHQBgsinW32Nt/AIKOGLa7Ta4Uy4OzOAIrCZfhKdsw=,1
29202,1841890,500VO00000IAN7WYAX,24-00833232,SW-Dirty Alley,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"500 ROSE HILL TER, Baltimore City, 21218",21218,Pen Lucy,4,Northern,525,39.338793701865931,-76.608921168004372,"(39.338793701865931, -76.608921168004372)",0,0,gojP6benFOXRasrRiVv2Q3rSICxYw6tP8jTxLJYUxBU=,1
29203,1841900,500VO00000IAnI8YAL,24-00833938,SW-Dirty Street,Phone,1727136000000,Closed,1727395200000,1727913600000,1727395200000,Solid Waste,Service Response,1727395200000,Work completed,"1100 SARGEANT ST, Baltimore City, 21223",21223,Washington Village/Pigtown,10,Southern,932,39.283292007251326,-76.633252004284842,"(39.283292007251326, -76.633252004284842)",0,0,sv4n4PDtSXV/Rmpz05POIze3DC7QkMFYKIT2OGW0MCU=,3
29204,1841944,500VO00000IaoAXYAZ,24-00850331,SW-Dirty Alley,Phone,1727654400000,Closed,1727740800000,1728432000000,1727740800000,Solid Waste,Service Response,1727740800000,Work completed,"843 E BELVEDERE AVE, Baltimore City, 21212",21212,Belvedere,4,Northeastern,414,39.361049760151552,-76.602710144821344,"(39.361049760151552, -76.602710144821344)",0,0,cqIm3hT6dE7M0M9WEt/ngjFDSjb9R5cDJzsHaukUEY0=,1
29205,1841949,500VO00000IAOd3YAH,24-00833091,SW-Dirty Alley,API,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"GARY AVE & STEELTON-DUNDALK, Baltimore City, 21224",21224,Graceland Park,1,Southeastern,232,39.279961707411239,-76.535759831427782,"(39.279961707411239, -76.535759831427782)",0,0,vu1Rr+dPEMJ/nIUfGT4hlpiQrq8gKex+GO9l0b32igw=,1
29206,1841960,500VO00000IAoJ1YAL,24-00833423,SW-Dirty Alley,Phone,1727136000000,Closed,1727395200000,1727913600000,1727395200000,Solid Waste,Service Response,1727395200000,Work could not be completed,"511 LYNDHURST ST, Baltimore City, 21229",21229,Allendale,8,Southwestern,821,39.292965786135809,-76.680319121998352,"(39.292965786135809, -76.680319121998352)",0,0,U1wPOKPznv2gq+z6+e0PrF+e3FJA9DNWwrzM0uMj6EY=,3
29207,1841995,500VO00000IaoSDYAZ,24-00850191,SW-Dirty Alley,Phone,1727654400000,Closed,1727827200000,1728432000000,1727827200000,Solid Waste,Service Response,1727827200000,Work completed,"1800 WILKENS AVE, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,831,39.282763300476184,-76.645107049864521,"(39.282763300476184, -76.645107049864521)",0,0,ygm5f3TFVsRbl3NFznNad6yZDKuD/qsJoufREKToy0I=,2
29208,1842082,500VO00000IAPxMYAX,24-00833616,SW-Dirty Alley,Phone,1727136000000,Closed,1727308800000,1727913600000,1727308800000,Solid Waste,Service Response,1727308800000,Work completed,"4407 FERNHILL AVE, Baltimore City, 21215",21215,West Arlington,5,Northwestern,621,39.337420435375229,-76.693825791600247,"(39.337420435375229, -76.693825791600247)",0,0,lKgI18jgB8H5aDTSCWuxTcai9ygX3QO1zTQMbCRJeJI=,2
29209,1842162,500VO00000IAQWjYAP,24-00832863,SW-Dirty Alley,Phone,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"3723 KIMBLE RD, Baltimore City, 21218",21218,Ednor Gardens-Lakeside,14,Northeastern,411,39.333798069045088,-76.600840900521291,"(39.333798069045088, -76.600840900521291)",0,0,fWMy0KLbH0UQcUL8RqcW2EMAIwGf2r9m9dYKH9XKVxM=,1
29210,1842269,500VO00000IASblYAH,24-00832892,SW-Dirty Alley,API,1727136000000,Closed,1727222400000,1727913600000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"221 N LAKEWOOD AVE, Baltimore City, 21224",21224,McElderry Park,13,Southeastern,224,39.295245205404512,-76.579024391582706,"(39.295245205404512, -76.579024391582706)",0,0,JDGDMZmGC/FJEJvYZ2VluH0BbcIV+tZVhdi+YHXtrv4=,1
29211,1816794,500VO00000HLaJeYAL,24-00800933,SW-Dirty Street,Phone,1725753600000,Closed (Transferred),1726099200000,1726531200000,1726099200000,Solid Waste,Service Response,-2209161600000, ,"900 BLK VERONICA AVE, Baltimore City, 21225",21225,Cherry Hill,10,Southern,921,39.250229308115905,-76.626406094474490,"(39.250229308115905, -76.626406094474490)",0,0,r008qfsUB+reGCJAFekwPnNNNqlfl4WMSraFtaa9lZc=,4
29212,1790319,500VO00000Gwh1pYAB,24-00784285,SW-Dirty Alley,Phone,1725667200000,Closed,1726099200000,1726531200000,1726099200000,Solid Waste,Service Response,1726099200000,Work completed,"4014 W BELVEDERE AVE, Baltimore City, 21215",21215,Woodmere,5,Northwestern,633,39.343974750222259,-76.683064526247463,"(39.343974750222259, -76.683064526247463)",0,0,5yKwAvvrYRIU+dihRN4j0NbrEOXZjBHkIkA4QgReP7c=,5
29213,1816819,500VO00000Hlaz7YAB,24-00817190,SW-Dirty Street,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"4000 BLK TOWANDA AVE, Baltimore City, 21215",21215,Towanda-Grantley,6,Northern,532,39.334653619267719,-76.666056683987620,"(39.334653619267719, -76.666056683987620)",0,0,hDiD0NmhL7D+xBOFKcg7xW4UVMZVSfa+/yoY3uFexUw=,2
29214,1790325,500VO00000GWHaqYAH,24-00765682,SW-Dirty Alley,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"2200 CEDLEY ST, Baltimore City, 21230",21230,Westport,10,Southern,923,39.263862164472371,-76.631813195584954,"(39.263862164472371, -76.631813195584954)",0,0,MXlmxAeUkZQtCNj9O8ffrYWQI668Im4BiNzLlgHeBMI=,8
29215,1816849,500VO00000HlbQeYAJ,24-00817605,SW-Dirty Street,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"1200 N MACON ST, Baltimore City, 21205",21205,Orangeville,13,Eastern,335,39.305948158437282,-76.559394236138672,"(39.305948158437282, -76.559394236138672)",0,0,DIOyLaO7lgEaVKHsIcEhshx70REtgfFfFkrH3hr4vgw=,1
29216,1790377,500VO00000GWjC9YAL,24-00766144,SW-Dirty Alley,Phone,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"3642 GREENVALE RD, Baltimore City, 21229",21229,Violetville,10,Southern,925,39.265238369706211,-76.676095204615905,"(39.265238369706211, -76.676095204615905)",0,0,uHzSLU2P60qdY0lFko/TD+1mxBMpkcs57KhOSO2zxq4=,9
29217,1790380,500VO00000GWjf8YAD,24-00765871,SW-Dirty Alley,API,1725148800000,Closed (Duplicate),1725494400000,1725926400000,1725494400000,Solid Waste,Service Response,1725494400000,Work completed,"3906 PENNINGTON AVE, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.229662361131950,-76.589063404164435,"(39.229662361131950, -76.589063404164435)",0,0,kE7CaQ79+KeN+G7bN5qYf0bWxKFwQZFmKojWpfAAzs8=,4
29218,1790389,500VO00000GWJRJYA5,24-00765646,SW-Dirty Alley,Phone,1725148800000,Closed (Transferred),1725148800000,1725926400000,1725148800000,Solid Waste,Service Response,-2209161600000, ,"833 PONTIAC AVE, Baltimore City, 21225",21225,Brooklyn,10,Southern,916,39.233857606745715,-76.598848527241017,"(39.233857606745715, -76.598848527241017)",0,0,6XScSqRlY4OoCsv6OQfbSbPEPycfGFmxQWclcZ/xbj8=,0
29219,1816854,500VO00000HlbtiYAB,24-00817600,SW-Dirty Street,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"2328 E PRESTON ST, Baltimore City, 21213",21213,Broadway East,13,Eastern,323,39.305917253213757,-76.584308711135336,"(39.305917253213757, -76.584308711135336)",0,0,UzkpSNUqk8vvG6hqeNVZdQp08M5y/dNFB96RiNpw4SI=,1
29220,1790403,500VO00000GwjwRYAR,24-00784154,SW-Dirty Alley,API,1725667200000,Closed,1726185600000,1726531200000,1726185600000,Solid Waste,Service Response,1726185600000,Work completed,"2306 CALLOW AVE, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.313889718481690,-76.631612453351735,"(39.313889718481690, -76.631612453351735)",0,0,ZtUX+k95fUu68ExCTPO1i8LtffcP32n3jbaYTClMlPk=,6
29221,1816857,500VO00000HLBwMYAX,24-00800755,SW-Dirty Alley,Phone,1726099200000,Closed,1726617600000,1727049600000,1726617600000,Solid Waste,Service Response,1726617600000,Work completed,"3822 BRENDAN AVE, BC, 21213",21213,Belair-Edison,13,Eastern,334,39.317038729551143,-76.566996132489365,"(39.317038729551143, -76.566996132489365)",0,0,ILT+0LHh5MdlUCerTT2z+QyvUQoWPaee7lA13io3Bl0=,6
29222,1816861,500VO00000HlC8nYAF,24-00816859,SW-Dirty Alley,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"3800 DOLFIELD AVE, Baltimore City, 21215",21215,Dolfield,6,Northwestern,624,39.338759268147321,-76.678951660820260,"(39.338759268147321, -76.678951660820260)",0,0,u4/VG2dBjSXeUXBZs8Kv/WSMkbe0WXzY+dQWGm4mRWE=,2
29223,1790431,500VO00000GwkSiYAJ,24-00784759,SW-Dirty Alley,API,1725667200000,Closed,1726012800000,1726531200000,1726012800000,Solid Waste,Service Response,1726012800000,Work completed,"2 S DECKER AVE, Baltimore City, 21224",21224,Patterson Park Neighborhood,1,Southeastern,213,39.291961549786457,-76.574158570616632,"(39.291961549786457, -76.574158570616632)",0,0,xTWESCrOsINpuvwGHJSq7OR0kLBgyAtZAD4/V2NUhJ4=,4
29224,1816887,500VO00000HlCn9YAF,24-00817131,SW-Dirty Alley,API,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"4630 KERNYORK LN, Baltimore City, 21212",21212,Kernewood,4,Northern,525,39.345671443577864,-76.610225443491871,"(39.345671443577864, -76.610225443491871)",0,0,NvwrQGtSpnfsjSOd1TCuSnKJ1r6Y9pjDrjaC86vLSnU=,2
29225,1816927,500VO00000HLDDUYA5,24-00801013,SW-Dirty Alley,API,1726099200000,Closed,1726617600000,1727049600000,1726617600000,Solid Waste,Service Response,1726617600000,Work completed,"1 N BENTALOU ST, Baltimore City, 21223",21223,Penrose/Fayette Street Outreach,9,Southwestern,824,39.288245898285730,-76.652735476351225,"(39.288245898285730, -76.652735476351225)",0,0,mBvqPLKf2yVicCzv7EL+OI1NlnFUCaks6v7my+uYM68=,6
29226,1790470,500VO00000GWLRXYA5,24-00765882,SW-Dirty Street,Phone,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"2800 WEGWORTH LN, Baltimore City, 21230",21230,Lakeland,10,Southern,922,39.253506779176426,-76.639809226475762,"(39.253506779176426, -76.639809226475762)",0,0,5l6gPn5RALpZYjdv8XygUXl8q7r7xOVGj/ZYMFHiX74=,8
29227,1816983,500VO00000HlewNYAR,24-00817713,SW-Dirty Alley,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"49 S CULVER ST, Baltimore City, 21229",21229,Saint Josephs,8,Southwestern,821,39.285164606138800,-76.677984995037960,"(39.285164606138800, -76.677984995037960)",0,0,4XOm4VA7Etoy3yt1qG78Gq/hXB3lxsfcOvvR5a3+MVQ=,5
29228,1790494,500VO00000GwmizYAB,24-00784102,SW-Dirty Street,Phone,1725667200000,Closed,1726185600000,1726531200000,1726185600000,Solid Waste,Service Response,1726185600000,SR assessed and no cause for action determined,"1019 W NORTH AVE, BC, 21217",21217,Madison Park,7,Western,736,39.310208551470616,-76.634264477136924,"(39.310208551470616, -76.634264477136924)",0,0,Vw0iz6ZDRMVttu6Zp2JYv5WF2AG7hlHUeuJ+RQ4+BAk=,6
29229,1817093,500VO00000HlHGeYAN,24-00817200,SW-Dirty Alley,API,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"2112 BAKER ST, Baltimore City, 21217",21217,Easterwood,7,Western,722,39.306616654943284,-76.651990461881795,"(39.306616654943284, -76.651990461881795)",0,0,FF13mzOELwBNBps/+OhIGLaim73Wqb15mdL5cd/QY70=,2
29230,1790522,500VO00000GWNjSYAX,24-00765734,SW-Dirty Street,Phone,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"1900 W LANVALE ST, Baltimore City, 21217",21217,Midtown-Edmondson,9,Western,725,39.297685266440297,-76.647605811810877,"(39.297685266440297, -76.647605811810877)",0,0,ay86o3UtHx4Eh2G7ZngjaWkoHsiTafctcSoNUST+N/w=,9
29231,1817161,500VO00000HLiQrYAL,24-00800982,SW-Dirty Street,API,1726099200000,Closed,1726617600000,1727049600000,1726617600000,Solid Waste,Service Response,1726617600000,Work completed,"2900 MILES AVE, Baltimore City, 21211",21211,Remington,12,Northern,512,39.321504446174266,-76.624417920906296,"(39.321504446174266, -76.624417920906296)",0,0,fklmVb5K+Mzr4rDmSwYXDC+945mpnug6rylxKYkc0Ak=,6
29232,1790544,500VO00000Gwo01YAB,24-00784105,SW-Dirty Street,Phone,1725667200000,Closed,1726099200000,1726531200000,1726099200000,Solid Waste,Service Response,1726099200000,Work completed,"W NORTHERN PKWY & WABASH AVE, BC, 21215",21215,Grove Park,5,Northwestern,621,39.345643795560839,-76.696854517210923,"(39.345643795560839, -76.696854517210923)",0,0,UQmvm8v9iSkMIVa3FWaynVYkHowiXYc/afCGZuEtBaY=,5
29233,1790546,500VO00000Gwo04YAB,24-00784197,SW-Dirty Alley,Phone,1725667200000,Closed,1726099200000,1726531200000,1726099200000,Solid Waste,Service Response,1726099200000,Work completed,"3708 9TH ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,916,39.233402216360062,-76.598714994286595,"(39.233402216360062, -76.598714994286595)",0,0,6DldXosjBZuhfN5q5HmRCijN7HWGztRi9xBciAHp7I8=,5
29234,1817177,500VO00000Hlj7zYAB,24-00817707,SW-Dirty Street,API,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"420 S MOUNT ST, Baltimore City, 21223",21223,Mount Clare,9,Southwestern,833,39.282489482850160,-76.643636168541136,"(39.282489482850160, -76.643636168541136)",0,0,z0L8RG28vH+JyTo4h3CzKuIA/+co4F+fgMg3B3hPEU4=,2
29235,1790570,500VO00000GWoIFYA1,24-00766088,SW-Dirty Street,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,SR assessed and no cause for action determined,"2434 DRUID PARK DR, Baltimore City, 21215",21215,Park Circle,6,Northern,531,39.329012084857126,-76.655983890799774,"(39.329012084857126, -76.655983890799774)",0,0,i2CTj3xbSNpdj0Uje5EnSSUDdcnmKrTTMBNGc5O+HyA=,8
29236,1790601,500VO00000GwpKIYAZ,24-00784139,SW-Dirty Alley,API,1725667200000,Closed (Duplicate),1726272000000,1726531200000,1726272000000,Solid Waste,Service Response,1726272000000,Work completed,"433 S PARRISH ST, Baltimore City, 21223",21223,Mount Clare,9,Southwestern,833,39.282498551753278,-76.641147877721551,"(39.282498551753278, -76.641147877721551)",0,0,V2V/u1HaoB376gucFojAVR5A79XUIv0swcAdyxCwwjg=,7
29237,1817189,500VO00000HlJGoYAN,24-00817774,SW-Dirty Alley,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"1116 S BOULDIN ST, Baltimore City, 21224",21224,Canton,1,Southeastern,211,39.279709875375886,-76.570470173069609,"(39.279709875375886, -76.570470173069609)",0,0,dwcCpwpxSEY4O4XnTzONbohtgZMELa4VwwjUL7p5/qM=,1
29238,1790604,500VO00000GWPQIYA5,24-00765802,SW-Dirty Alley,Phone,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"8 N ABINGTON AVE, Baltimore City, 21229",21229,Carroll-South Hilton,9,Southwestern,822,39.286094696487886,-76.671303274909164,"(39.286094696487886, -76.671303274909164)",0,0,SJP8pXhg5Oddc73szRlyqdlhfV5SvGia7l0B5kCq2P4=,8
29239,1817211,500VO00000HljT0YAJ,24-00817692,SW-Dirty Alley,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"118 N HILTON ST, Baltimore City, 21229",21229,Saint Josephs,8,Southwestern,822,39.287588602175795,-76.672652827993559,"(39.287588602175795, -76.672652827993559)",0,0,eCL2scnn0Jcs0sw7xHsThu+QHo31LFMQ0ItmsW7ucNw=,5
29240,1790645,500VO00000GWQsdYAH,24-00765776,SW-Dirty Street,Phone,1725148800000,Closed,1725494400000,1725926400000,1725494400000,Solid Waste,Service Response,1725494400000,Work completed,"1803 E FAIRMOUNT AVE, Baltimore City, 21231",21231,Washington Hill,13,Central,133,39.292556550957535,-76.591364052184630,"(39.292556550957535, -76.591364052184630)",0,0,KCaXjxIfrbpU9ieK8ECL/EyBSDavsRT+eXPHqYAyZ60=,4
29241,1817236,500VO00000HlKhSYAV,24-00817058,SW-Dirty Alley,API,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"1633 W NORTH AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.309825674778047,-76.643389125831490,"(39.309825674778047, -76.643389125831490)",0,0,pYiuoaubrGr32wgH5Usus1QhYmNh/KUmHHYT/TTfylc=,2
29242,1790646,500VO00000GWqtbYAD,24-00766221,SW-Dirty Alley,API,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"1615 CEDDOX ST, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.221072065693242,-76.587427697893574,"(39.221072065693242, -76.587427697893574)",0,0,BaxGH/VeCj9hd7E5cc5zx+4qlUBTkhxFVm4pH/+8wTU=,9
29243,1817251,500VO00000HlKPmYAN,24-00817255,SW-Dirty Alley,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"2619 GROGAN AVE, Baltimore City, 21213",21213,Berea,13,Eastern,324,39.306332631682956,-76.580535164121969,"(39.306332631682956, -76.580535164121969)",0,0,mu/AAbt23bxk7lG2Sjb/A9lSS9sIdg8Vv62Og1O3E+g=,1
29244,1817266,500VO00000HLKWjYAP,24-00800994,SW-Dirty Alley,Phone,1726099200000,Closed,1726444800000,1727049600000,1726444800000,Solid Waste,Service Response,1726444800000,Work completed,"1511 N MONTFORD AVE, Baltimore City, 21213",21213,Broadway East,13,Eastern,323,39.308421116232417,-76.584103643003459,"(39.308421116232417, -76.584103643003459)",0,0,ln3QmDu9Xsu/CV+MvChm9CQHfSh0to2+MGLeV2+A0Hk=,4
29245,1817366,500VO00000HLNBCYA5,24-00800886,SW-Dirty Alley,API,1726099200000,Closed,1726272000000,1727049600000,1726272000000,Solid Waste,Service Response,1726272000000,Work completed,"159 N DECKER AVE, Baltimore City, 21224",21224,Patterson Park Neighborhood,1,Southeastern,213,39.294503741239488,-76.574024891441127,"(39.294503741239488, -76.574024891441127)",0,0,GkXCze48xWn9R9vFUdf2EpZEJTfX97kIyltbZO2s7Qc=,2
